"chr","pos","endsratio","cmedian","strandFisherP","badQualFrac","logLikelihood","indelsMean","label"
"1",215960153,0.5758,2,0,0.06061,42.588639,0,"true_variant"
"1",226413517,0.1818,1,0.24147,0,103.481153,0,"true_variant"
"1",236917155,0.5263,3,0.16821,0.4737,17.570226,0.0526,"true_variant"
"1",236917161,0.6429,2,0.00192,0.2143,59.767806,0.0238,"true_variant"
"1",237947549,0.2963,1,0.4873,0.01852,129.25361,0,"true_variant"
"10",8556560,0.1111,1,0.36025,0.1667,41.226609,0,"true_variant"
"10",26513499,0.2778,1,0.64454,0.05556,37.967968,0,"true_variant"
"10",33552895,0.75,1,1,0,5.303989,0,"true_variant"
"10",46999601,0.6,2,0.12942,0.4909,130.099912,0.4,"technical_artifact"
"10",73050762,0.5455,2,0,0.2657,100,0,"true_variant"
"10",74773963,0.2564,1,0.52547,0.02564,92.910889,0,"true_variant"
"10",76748715,0.5333,1,0.33213,0.1333,19.307046,0,"true_variant"
"10",98808613,0.6,2,0.16613,0.2,11.138589,0.7,"true_variant"
"10",123903009,0.8889,1,0.64401,0.2222,27.826822,0.111,"technical_artifact"
"10",135013095,0.4643,1,1e-05,0.03571,29.510699,0,"true_variant"
"11",1606186,0.7273,2,0.07393,0.5,21.507168,0,"technical_artifact"
"11",1606231,0.2857,1,0.00808,0.2143,10.771021,0,"technical_artifact"
"11",6472147,0.2857,2,8e-05,0.1429,25.00009,0,"technical_artifact"
"11",11969948,0.25,1,1,0,9.136712,0,"true_variant"
"11",13716279,0.6667,1,0.99304,0,5.482299,0,"technical_artifact"
"11",17099122,0.75,1.5,0.03125,0,9.884158,0,"true_variant"
"11",45923421,0.5217,1,1,0.1304,18.90249,0,"technical_artifact"
"11",47213027,0.2857,1,0,0.02381,52.944237,0,"true_variant"
"11",47510410,0.5556,1,5e-05,0.07407,27.068378,0,"technical_artifact"
"11",55656479,0.2812,2,0.81748,0.3125,60.56435,0.0312,"technical_artifact"
"11",55656487,0.2857,2,0.53563,0.3571,55.567446,0.0357,"technical_artifact"
"11",64088603,0.8667,2,0.66941,0.1333,37.704921,1,"technical_artifact"
"11",64606389,0.6154,2,0.09497,0,14.496835,0,"true_variant"
"11",65396240,0.6667,2,0.12713,0.6667,7.58914,0,"true_variant"
"11",71715059,0.6571,1,0,0.2571,32.230187,0,"technical_artifact"
"11",71850070,0.5909,1,0.08393,0.7273,27.910461,0,"true_variant"
"11",71906425,0.6304,1,0,0.02174,78.961813,0,"technical_artifact"
"11",71945564,0.7273,2,0.00788,0.3636,26.152543,0,"technical_artifact"
"11",72301444,0.3333,1,0.95785,0,6.245388,0,"technical_artifact"
"11",73074337,0.375,1,0.77239,0,14.464433,0,"technical_artifact"
"11",73620592,0.675,2,0.05674,0.275,60.152296,0,"technical_artifact"
"11",108121426,0.8261,1,0.07582,0.04348,23.801458,0.0435,"technical_artifact"
"11",111368994,0.25,1,0.74518,0.125,10.383639,0,"true_variant"
"11",111385466,0.6923,2,0.98343,0.3846,19.072252,0,"technical_artifact"
"11",117265561,0.3023,2,0.70832,0.06977,55.802154,0.0233,"true_variant"
"11",118773105,0.6154,2,0.00115,0.4615,14.045176,0.0769,"true_variant"
"11",118827899,0.6452,2,0.00177,0.4516,30.760396,0.0645,"true_variant"
"12",250282,0.55,2,0.01545,0.3,20.188453,0,"true_variant"
"12",330742,0.5556,2,0.20375,0.2222,10.863004,0,"true_variant"
"12",1906701,0.3333,1,0.88235,0,5.950704,0,"technical_artifact"
"12",6933730,0.5,2,0.00373,0.3333,7.884755,0.0833,"technical_artifact"
"12",7249777,1,1,1,0.2,5.022847,0.2,"technical_artifact"
"12",46318571,0.7778,1,0.01495,0,4.928184,0,"true_variant"
"12",48360947,0.5714,1,0.73938,0,9.817494,0.143,"technical_artifact"
"12",51868960,0.8108,1,0,0.05405,40.2885,0,"technical_artifact"
"12",56487711,0.8182,2,0.0462,0.09091,10.558038,0,"true_variant"
"12",57112395,0.5,1.5,0.0576,0.125,8.16194,0,"technical_artifact"
"12",57112437,0.5556,1,0.2855,0.1111,5.220511,0.111,"technical_artifact"
"12",57849937,0.8065,2,0,0.3548,72.355665,0,"true_variant"
"12",57849943,0.541,2,0,0.3115,71.20033,0,"true_variant"
"12",57870605,0.5714,3,0.75341,0.1429,6.707251,0.143,"technical_artifact"
"12",88589379,0,1,0.51875,0,7.858107,0,"technical_artifact"
"12",100480150,0.7143,1,0.78568,0,9.64379,0,"technical_artifact"
"12",100660812,0.8846,2,0.0073,0.5769,26.137266,0.231,"true_variant"
"12",105538478,0.75,1,0.91101,0,7.038546,0,"technical_artifact"
"12",108008872,0.8571,2,0.42177,0.2857,18.712967,0.0714,"true_variant"
"12",112846063,0.5135,1,0.0113,0.08108,49.31349,0,"true_variant"
"12",119145421,0,2,0.62419,0.5,12.457806,0.5,"technical_artifact"
"12",120657007,0.3333,1,0.98743,0,5.877528,0,"technical_artifact"
"12",122213047,0.6364,1,0.49358,0.09091,10.419132,0,"true_variant"
"12",123428868,0.5217,2,0.04809,0.3043,26.496354,0.0435,"true_variant"
"12",124242476,0.6,2,0.75107,0.2,5.986258,0,"technical_artifact"
"12",130922908,0.2778,2,0.00199,0.1667,21.826167,0,"technical_artifact"
"13",19753737,0.2727,1,0.49417,0,46.185998,0,"true_variant"
"13",19989405,0.1667,2.5,0.67778,0.6667,7.958606,0,"technical_artifact"
"13",19989406,0,2,0.72488,0.6,6.047284,0,"technical_artifact"
"13",21295920,0.6803,1,0,0.04098,164.318985,0,"true_variant"
"13",22300150,0.4444,2,0.43024,0.4444,15.674663,0,"technical_artifact"
"13",28931560,0.5833,1.5,0.67164,0.1667,16.07774,0,"true_variant"
"13",30091942,0.2778,3,0.11026,0.6667,17.561949,0.111,"technical_artifact"
"13",36050104,0.4062,1,0.21574,0.03125,135.113112,0,"technical_artifact"
"13",41383852,0.2632,1,0.73392,0.05263,41.315089,0,"technical_artifact"
"13",49822874,0.1667,1,1,0,13.820988,0,"true_variant"
"13",52745307,0.25,1,0.75597,0,25.084163,0,"technical_artifact"
"13",59105012,0.3137,1,0.00028,0.2745,117.847253,0,"technical_artifact"
"13",77592966,0.3333,1,1,0,14.069669,0,"true_variant"
"13",96743860,0.6667,2,1,0.3333,4.236984,0,"true_variant"
"13",109672053,0.5,1,0.07626,0,34.171513,0,"technical_artifact"
"13",113975820,0.5952,2,0,0.1667,41.438666,0,"technical_artifact"
"14",22976674,0.6667,1,0.67208,0,6.154121,0,"technical_artifact"
"14",23634533,0.25,1,0.75392,0,7.86058,0,"technical_artifact"
"14",77304286,0.3333,1,0.67402,0,6.111727,0,"technical_artifact"
"14",78234778,0.3333,2,0.75798,0.1667,11.633632,0,"true_variant"
"14",92126464,0,2,1,0,11.339949,1,"technical_artifact"
"14",100833233,0,1,0.63293,0,4.664846,0,"technical_artifact"
"14",100835602,0.2,2,1,0.4,6.92873,0,"true_variant"
"15",38795565,0,1,0.9924,0,8.265266,0,"technical_artifact"
"15",45545480,0,1,0.71212,0,5.357604,0,"technical_artifact"
"15",65494336,0,1,0.55447,0,5.357604,0,"technical_artifact"
"15",65954233,0,1,0.65563,0,5.310932,0,"technical_artifact"
"16",1261924,0.8061,1,0,0.1939,100.570169,0.0102,"true_variant"
"16",2105339,0.6667,2,0.34235,0.6,17.573955,0,"true_variant"
"16",2331576,1,2,0.62071,0.2,5.868737,0,"true_variant"
"16",3107154,0.5094,1,0,0,51.002956,0,"technical_artifact"
"16",4310225,0.7143,2,0.00248,0.2857,34.187562,0,"true_variant"
"16",4390299,0.92,2,0.0086,0.12,28.129542,0,"true_variant"
"16",19592996,0.9,2,0.49315,0.2,12.675023,0.8,"true_variant"
"16",20355514,0.125,2,0.67865,0.125,6.924454,0,"true_variant"
"16",20442562,0.3438,3,0.62778,0.4062,66.526135,0,"technical_artifact"
"16",21817457,0,1,0.69357,0.625,14.985038,0.375,"technical_artifact"
"16",30727735,0.4128,1,0,0.03488,100,0,"true_variant"
"16",48201055,0.4,2,1,0.4,6.109539,0,"true_variant"
"16",51175658,0.375,1,0.4168,0,12.678457,0,"technical_artifact"
"16",55794587,0.7647,2,0.38283,0.05882,39.499997,0,"true_variant"
"16",56509445,0.75,3,0.35314,0.2857,45.955575,0.143,"true_variant"
"16",67861762,0.2069,1,0.80907,0,69.169296,0,"true_variant"
"16",81303687,0.3261,1,0.00532,0,60.231056,0,"true_variant"
"17",1564139,0,1,0.6801,0,5.508751,0,"technical_artifact"
"17",2237984,0.8,2,0.00027,0.2,24.974893,0,"technical_artifact"
"17",4497075,0.6667,2,0.3898,0.3333,7.759993,0,"true_variant"
"17",7829178,0.7273,2,0.00686,0.5455,13.708353,0,"true_variant"
"17",7829184,0.5385,2,0.06279,0.5385,14.798094,0,"true_variant"
"17",8216393,0.5714,2,0.0033,0.1429,13.745451,0,"true_variant"
"17",28849348,0.7604,1,0,0.0625,112.222947,0.0104,"technical_artifact"
"17",31324363,0.25,2,1,0.25,25.524134,0.25,"technical_artifact"
"17",31324364,0.2222,2,1,0,17.123065,0,"technical_artifact"
"17",36091861,0.75,1.5,0.91209,0.25,8.13796,0,"technical_artifact"
"17",36865486,0.375,2,0,0.2375,108.765394,0.0125,"true_variant"
"17",37657471,0.5714,2,1,0.2857,8.196189,0.429,"technical_artifact"
"17",38430100,0.9048,2,0.00028,0,24.584924,0,"true_variant"
"17",39674987,0.5,2,0.00084,0.1875,15.46766,0,"technical_artifact"
"17",41256087,0.5,2,0.81818,0.5,4.190274,0.5,"true_variant"
"17",42427767,0.75,1.5,0.00413,0.1667,11.945701,0,"technical_artifact"
"17",44360679,0.2537,1,0.80297,0.04478,170.506602,0,"true_variant"
"17",45234298,0.2857,2,0.05666,1,13.384055,0,"technical_artifact"
"17",45247328,0.6957,1,0.00633,1,45.593804,0,"technical_artifact"
"17",45445971,0.2917,1,0.77483,0,53.32494,0,"true_variant"
"17",56435433,0.375,1,2e-05,0.1667,22.911771,0,"technical_artifact"
"17",72832120,0.8542,2,0,0.1667,63.346848,0.0208,"true_variant"
"17",73723760,0.3333,1,0.84899,0,5.357604,0,"technical_artifact"
"17",76800004,0.7273,1,0.09976,0.1818,12.463443,0,"technical_artifact"
"18",6462693,0.2222,1,0.00974,0.5,25.115353,0,"true_variant"
"19",1051419,1,2,0.80591,0,7.577607,0,"technical_artifact"
"19",1220395,0.3333,1,0.74595,0,5.649835,0,"technical_artifact"
"19",1230779,0.4,1,0.73016,0,4.939223,0,"technical_artifact"
"19",1483509,0.7692,3,0.19579,0.4615,16.052475,0,"true_variant"
"19",1816627,0.8333,1.5,0.25767,0.1667,7.71881,0,"true_variant"
"19",7569163,0.6875,1,0.0021,0.0625,18.774468,0,"true_variant"
"19",9061752,0.1667,1,0.77201,0,10.434236,0,"technical_artifact"
"19",11453432,0.5,1,0.43156,0,6.125669,0,"technical_artifact"
"19",13248046,0.3333,2.5,0.47258,0.4444,24.113094,0.111,"technical_artifact"
"19",14038862,0.75,2,0.64776,0.1667,12.687886,0,"true_variant"
"19",14269860,0.4545,2,0.53436,0,13.07467,0,"true_variant"
"19",16240249,0.4167,1,0.81102,0.08333,32.862995,0,"true_variant"
"19",16318814,0.6203,2,4e-05,0.2405,107.972886,0.038,"true_variant"
"19",20026064,0.16,2,0.44127,0.12,46.041864,0,"technical_artifact"
"19",22786153,0,2,0.2926,0,11.598011,0,"true_variant"
"19",22836890,0.5,1.5,1,0.25,8.470678,0,"technical_artifact"
"19",31040422,0.1837,1,0.21127,0,111.629892,0,"true_variant"
"19",33695616,0.6316,1,0.00228,0.05263,11.656273,0,"technical_artifact"
"19",35804403,0.2857,1,0.53284,0.1429,15.360343,0,"true_variant"
"19",36042488,0.3333,1,0.81881,0,5.59154,0,"technical_artifact"
"19",36271990,0.6,1,0.3648,0.2,4.634199,0,"technical_artifact"
"19",36278842,0.8333,2,0.26577,0.3333,5.518714,0,"technical_artifact"
"19",36398299,0.5714,2,0.69349,0.1429,4.491801,0,"true_variant"
"19",39068768,0.4,3,0.07748,0.2,5.283409,0,"technical_artifact"
"19",39957463,0.5833,2.5,1,0.4167,16.162734,0.167,"technical_artifact"
"19",42507467,0.7222,2,0.00178,0.1667,22.552215,0,"true_variant"
"19",42798067,0.5,2,0,0.1481,61.113,0.0185,"true_variant"
"19",42880633,0.2,2,0.5234,0.4,6.174029,0,"true_variant"
"19",43058013,0.3333,1,0.52346,0,6.068877,0,"technical_artifact"
"19",44280866,0.25,2.5,1,0,5.303989,0.25,"technical_artifact"
"19",44946983,0.7273,2,5e-05,0.1818,27.916482,0,"true_variant"
"19",47569764,0.3333,1,0.55556,0,6.193753,0,"technical_artifact"
"19",47775003,0.6667,2,0.86681,0,5.680005,1,"true_variant"
"19",49926533,0.3333,1,0.84207,0,12.587106,0,"technical_artifact"
"19",57716810,0.6,2,0.57479,1,9.247648,0,"technical_artifact"
"2",24307240,0.5,2,0.74884,0.1875,28.239108,0.938,"technical_artifact"
"2",29443611,0.6429,1.5,0.02479,0.1429,18.803953,0,"true_variant"
"2",37353603,0.4,1,0.23474,0,8.774704,0,"true_variant"
"2",70439945,0.9545,1,0.03426,0.04545,22.273667,0,"technical_artifact"
"2",97370300,0.3235,1,0.22866,0,159.919599,0,"true_variant"
"2",102782516,0.3333,1,0.6865,0,20.811335,0,"true_variant"
"2",115018352,0.3333,1,0.63971,0,5.99421,0,"technical_artifact"
"2",136719004,0.5,2.5,0.82921,0.5,9.167388,0,"true_variant"
"2",166170515,0.4565,1,0.55313,0,112.281857,0,"true_variant"
"2",170048511,0.2558,1,0.68452,0.02326,94.518298,0,"true_variant"
"2",179571326,0.2262,1,0.15857,0,211.719821,0,"true_variant"
"2",179655458,0.2059,1,0.4505,0,72.036123,0,"true_variant"
"2",189943835,0.2,1,0.59837,0,9.281375,0,"technical_artifact"
"2",197878477,0.3913,2,1,0.1304,26.121853,0,"true_variant"
"2",219602742,0.5476,1,1e-05,0.04762,47.465319,0,"true_variant"
"2",228892080,0.6,1,1,0,9.432011,0,"true_variant"
"2",233744134,0.1,2,0.74955,0.3,20.528246,0.9,"technical_artifact"
"2",241683392,0.2603,1,0,0.09589,86.434817,0,"true_variant"
"2",242130545,0.3889,1,0.10129,0.08333,40.213509,0.0278,"true_variant"
"20",19665741,0.2778,1,0.22366,0.05556,29.774678,0,"technical_artifact"
"20",20491921,0.4211,2,0.00079,0,22.776891,0,"true_variant"
"20",25436382,0.6575,1,0,0.02055,100,0,"technical_artifact"
"20",32026682,0.5688,1,0,0.04587,121.809712,0,"technical_artifact"
"20",33345744,0,1,0.6188,0,16.47598,0,"technical_artifact"
"20",37146131,0.7857,1.5,0.69859,0.1429,11.419007,0.143,"technical_artifact"
"20",39813768,0.6364,1,0.07654,0.1818,8.72419,0,"technical_artifact"
"20",39984611,0.2895,2,0,0.1316,94.739242,0,"true_variant"
"20",39984623,0.5844,1,0,0.09091,92.576519,0,"true_variant"
"20",42331249,0.6697,1,0,0.06422,105.760193,0,"true_variant"
"20",42788410,0.7586,2,0.00552,0.4828,29.666323,0.0345,"technical_artifact"
"20",44672485,0.3193,1,0.32051,0.01681,100,0.0084,"true_variant"
"20",47770463,0.75,1.5,0.44317,0,4.771939,0,"true_variant"
"20",61522485,0.7561,1,0.02194,0.04878,52.032848,0,"true_variant"
"20",62571880,0.25,1,0.28629,0,18.507941,0,"true_variant"
"21",9768984,0.125,2,0.94625,0.0625,31.938823,0.0625,"technical_artifact"
"21",11049343,0.25,1,0.92811,0.125,13.456651,0,"technical_artifact"
"21",23526212,0.3333,1,1,0.3333,6.761352,0,"true_variant"
"21",45092174,0.7292,1,0.19933,0.1042,59.131499,0.0208,"true_variant"
"22",19839545,0.5217,2,0.00579,0.08696,29.481609,0,"true_variant"
"22",31674227,0.4571,1,0.00087,0.08571,27.487307,0,"technical_artifact"
"22",50694013,0.7273,2,0.00158,0.09091,9.621737,0,"true_variant"
"22",50727513,0.3333,1,0.90564,0,5.482299,0,"technical_artifact"
"3",4715021,0.7879,2,0.01769,0.1212,41.544592,0,"technical_artifact"
"3",13438930,0.2,1,0.25081,0,15.677675,0,"technical_artifact"
"3",32746288,0.3333,2,0.91228,0,4.448338,0.333,"technical_artifact"
"3",52526395,0.48,1,0.06412,0,23.612361,0,"technical_artifact"
"3",52562628,0.3333,2,0.66798,0.3333,4.57511,0,"true_variant"
"3",114027084,0.5,2,1,0.375,13.592265,0.625,"technical_artifact"
"3",119378815,0.5581,1,0,0.06977,55.289563,0.0233,"true_variant"
"3",125639675,0.4286,1,0.83423,0.2857,11.530502,0,"technical_artifact"
"3",126730864,0.2759,1,0.00144,0.03448,37.005218,0.0345,"true_variant"
"3",186369148,0.5,1,1,0,8.168568,0,"true_variant"
"4",946310,0.375,1,0.7141,0.1875,20.207929,0.0625,"true_variant"
"4",25366060,0.6667,1,0.91868,0,5.877528,0,"technical_artifact"
"4",69107566,0.2,4,0.80053,0.8,5.460884,0,"true_variant"
"4",70066376,0.1724,1,0.10868,0.319,100,0,"true_variant"
"4",73933679,0.8,1,1,0.6,7.624983,0,"technical_artifact"
"4",73956883,0.7742,1,0,0.09677,83.047042,0,"true_variant"
"4",81123031,0.5,3,0.73187,0.25,4.561756,0,"technical_artifact"
"4",100082183,0.3333,1,0.69412,0,5.988906,0,"technical_artifact"
"4",113462285,0.6667,1,0.78831,0,6.068877,0,"technical_artifact"
"4",141448595,0.8,1,0.08026,0,4.106351,0,"technical_artifact"
"4",146033407,0.8,1,0.9421,0.8,7.824887,0,"technical_artifact"
"4",183959283,0,1,0.35042,0,13.743133,0,"true_variant"
"4",187005228,0.7333,2,0.01745,0.1333,17.260476,0,"true_variant"
"5",2752771,0.2857,1,2e-05,0.03571,21.848378,0,"technical_artifact"
"5",31799343,0,1,0.97233,0,5.62036,0,"technical_artifact"
"5",112403786,0.64,1,0.02947,0.04,31.706089,0,"technical_artifact"
"5",140165926,0.2703,1,0.48578,0.02703,76.655716,0,"true_variant"
"5",140242665,0.2069,1,0.91667,0,66.460888,0,"true_variant"
"5",141016080,0.75,2,0.70908,0.375,9.093716,0,"technical_artifact"
"5",148637828,0.5,2.5,0.99116,0.5,5.114285,0,"true_variant"
"5",149206120,0.3333,2,1,0.1111,10.448741,0,"true_variant"
"5",167988433,0.5556,1,0.41323,0.3333,16.41727,0,"technical_artifact"
"5",169508898,0.7273,1,0.04008,0.1818,27.704901,0,"true_variant"
"6",5609622,0.4583,2,0.96481,0.8333,54.818458,0,"true_variant"
"6",10410434,0.625,2,1e-05,0.2812,40.772872,0,"true_variant"
"6",11011100,0.1667,1.5,1,0,8.005605,0,"true_variant"
"6",18264096,0.4,1,0.46763,0,7.694077,0,"technical_artifact"
"6",28473508,0.3438,1,0.18343,0,77.26708,0,"true_variant"
"6",29977358,0.525,2,0.99774,0.55,93.039128,0,"true_variant"
"6",29977359,0.5897,2,0.99712,0.5641,88.203594,0,"true_variant"
"6",32095996,0.6,1,1,0,12.474514,0,"true_variant"
"6",39880049,0.6579,2,0.00015,0.2368,44.639317,0,"true_variant"
"6",56425219,0.3333,1,0.80319,0,5.428678,0,"technical_artifact"
"6",96034889,0.875,2,1,0.375,18.647797,0.125,"technical_artifact"
"6",107088154,0.75,1.5,0.70858,0.25,4.19819,0.25,"true_variant"
"6",136710664,0.8095,2,0.00023,0.1905,21.732545,0.333,"technical_artifact"
"6",136710685,1,1,0.68306,0,4.96884,0,"technical_artifact"
"6",165746431,1,2,1,0.25,9.932672,0.125,"technical_artifact"
"6",165848824,0.4286,1,0.08614,0,38.683537,0,"technical_artifact"
"7",716807,0.6429,2,0.58161,0.4286,16.931158,0,"true_variant"
"7",23353160,0.3333,1.5,0.09132,0,8.454256,0,"technical_artifact"
"7",57076608,0.3333,1.5,0.64516,0.3333,13.949974,0,"true_variant"
"7",61821964,0.5714,1.5,0.85301,0.6429,25.840204,0,"true_variant"
"7",75028240,0.1538,2,0.12964,0.5192,115.226646,0,"technical_artifact"
"7",99687184,0.3571,1,0.9789,0,67.065527,0,"true_variant"
"7",100225803,0.5946,2,5e-05,0.2432,48.901207,0,"true_variant"
"7",106898908,0.5,2,1,0.1,19.274816,0,"technical_artifact"
"7",106898910,0.5556,2,1,0.1111,16.002796,0,"technical_artifact"
"7",130353847,0.2891,1,0,0.007812,169.292568,0,"true_variant"
"7",138126219,0.6154,1,0.45645,0.3846,25.79566,0,"technical_artifact"
"7",141951956,0.3333,1,0.90625,0,6.110795,0,"true_variant"
"7",143815957,0.28,1,0.14006,0.36,166.608979,0.147,"technical_artifact"
"7",149499108,0.6,2,0.67166,0.6,9.683081,0.6,"technical_artifact"
"7",151329255,0,1,0.93726,0,7.73894,0,"technical_artifact"
"7",151932897,0.2405,1,0.07767,0.4177,198.945078,0.0127,"technical_artifact"
"8",1616678,0.3333,1,0.66863,0,4.960983,0,"technical_artifact"
"8",10555216,0.6092,2,0.00037,0.2414,108.551091,0,"technical_artifact"
"8",21938616,0.9167,1.5,0.01934,0.1667,13.156684,0,"technical_artifact"
"8",24187412,0.25,1.5,1,0,7.593809,0.5,"technical_artifact"
"8",37623087,0.7683,1,0,0.1098,93.077192,0.0122,"technical_artifact"
"8",61655428,0,1,0.5283,0,5.406038,0,"technical_artifact"
"8",62550938,0.6364,2,0.0246,0.1818,14.240587,0.182,"technical_artifact"
"8",63057253,0,2.5,0.5,0,4.088186,0,"true_variant"
"8",67355129,0.3333,1,1,0,20.731482,0,"true_variant"
"8",74205856,0.3333,1,0.77059,0,4.883639,0,"technical_artifact"
"8",120744193,0.5417,1,0.03202,0.08333,27.769923,0,"true_variant"
"8",130764085,0.7143,1,0.00024,0.2571,36.883784,0.0571,"true_variant"
"8",143695252,0.6667,1,0.90011,0,6.245388,0,"technical_artifact"
"8",144811231,0.7059,1,0,0.05882,95.348641,0,"true_variant"
"8",144874451,0.6667,1,0.90299,0,6.534112,0,"technical_artifact"
"9",20346392,0.8,2,0.81481,0.2,10.769863,0.2,"technical_artifact"
"9",32635283,0.5253,1,0,0.0101,138.906544,0,"true_variant"
"9",43400864,0.3333,2,0.89318,0.3333,12.214926,0,"true_variant"
"9",79828157,0.3077,1,0.09512,0.03846,54.680359,0,"true_variant"
"9",99154801,0.4651,1,0.00162,0.02326,51.667107,0,"true_variant"
"9",127287171,0.6,1,0.66462,0.2,6.813755,0.2,"technical_artifact"
"9",130492974,0.3529,1,0.00082,0.1765,22.013832,0,"technical_artifact"
"9",131020223,0.6667,2,0.01491,0.5333,13.135923,0,"technical_artifact"
"9",139342115,0.5455,1,0.00697,0.09091,13.783822,0,"technical_artifact"
"9",140472121,0.75,1,0.98463,0,8.091836,0,"technical_artifact"
"MT",2992,0.6667,1,0.54839,0,6.110795,0,"technical_artifact"
"MT",12653,0.6667,1,0.61203,0,6.493017,0,"true_variant"
"X",48013996,0,2,1,1,4.606996,0,"true_variant"
"X",48846187,0.5,1,0.9114,0,5.977818,0,"technical_artifact"
"X",48858653,0.4,1,0.88689,0.2,5.120218,0,"true_variant"
"X",54496515,0.4286,1,0.51591,0,15.796312,0,"technical_artifact"
"X",96724785,0,1,0.97715,0,4.667054,0,"technical_artifact"
"X",153678173,0.1739,1,1e-05,0.04348,28.414291,0,"true_variant"
"X",153693115,0.6667,2,0.7549,0,6.910494,0,"technical_artifact"
"1",2523124,0.1667,2,0.70534,0.1667,5.355642,0,"true_variant"
"1",2523129,0.6667,2,0.85475,0.1667,5.688286,0,"true_variant"
"1",24124693,0.6,2,0.00084,0.2667,20.32733,0,"true_variant"
"1",27706584,0.5,1,0.00233,0.1,8.618559,0,"technical_artifact"
"1",43916128,0.3333,1,1e-05,0.08333,26.05248,0,"true_variant"
"1",44457973,0.3548,2,1e-05,0.2258,41.552796,0,"technical_artifact"
"1",53683817,0.6,2,0.00733,0,27.37837,0,"true_variant"
"1",53692689,0.75,1.5,1,0.5,4.534419,0,"technical_artifact"
"1",61872279,0.5,1,0.11868,0.125,8.967867,0,"technical_artifact"
"1",93602337,0.25,1,0.75003,0,5.832692,0,"technical_artifact"
"1",107600308,0.1905,2,0.00168,0.1429,28.652758,0,"true_variant"
"1",112028340,0.6667,2.5,0.84339,0.5,6.284214,0,"technical_artifact"
"1",144220777,0.4,2,0.92308,0.2,9.737395,0,"technical_artifact"
"1",145281780,0.6154,1,1,0.07692,23.939206,0,"technical_artifact"
"1",145532054,0.75,2,0.66625,0,33.050794,0,"technical_artifact"
"1",153914262,0.6667,2,0.40472,0.1111,13.932076,0,"technical_artifact"
"1",154227292,1,2,0.99982,0,7.789916,0,"technical_artifact"
"1",154304168,1,1,0.73086,0.05882,17.189455,0,"true_variant"
"1",154897567,0.65,1.5,0,0.375,50.750713,0,"true_variant"
"1",155167457,0.75,1,0.66077,0.125,6.252965,0,"technical_artifact"
"1",167024106,0.4,2,1,0,13.468945,0,"technical_artifact"
"1",167871297,0.5714,2,0.10145,0.1429,12.513179,0.0714,"technical_artifact"
"1",201184879,0.5,1,0.43632,0,7.86058,0,"technical_artifact"
"1",202123259,0.6,2,0.94693,0.06667,13.382705,0,"true_variant"
"1",205549757,0.5806,2,0.12791,0.3226,40.635662,0,"true_variant"
"1",209796305,0.6825,1,0,0.07937,69.520534,0,"true_variant"
"1",214782036,0.1667,2,0.10284,0.9167,26.300618,0,"true_variant"
"1",215960153,0.6111,1,0,0.08333,49.966794,0,"true_variant"
"1",236917155,0.45,3,0.07598,0.35,21.755413,0.05,"technical_artifact"
"1",236917161,0.6429,2,0.00698,0.2619,59.167462,0.0238,"true_variant"
"1",244855232,0.375,1,0.65253,0.25,16.960663,0,"technical_artifact"
"10",13336644,0.5,1,1,0.25,5.430964,0,"technical_artifact"
"10",46965917,0.5385,2,0.6661,0,26.170959,0.538,"true_variant"
"10",73050762,0.5667,2,0,0.3167,163.625522,0,"true_variant"
"10",76748715,0.5,1,0.79096,0.25,15.516672,0,"true_variant"
"10",79553756,0.3793,1,0.52713,0,65.225619,0,"technical_artifact"
"10",123903009,0.9231,2,0.94967,0.07692,19.662179,0.0769,"technical_artifact"
"10",130262797,0.5,1.5,0.52539,0.1667,10.204892,0,"technical_artifact"
"10",135013095,0.3548,1,1e-05,0.03226,33.171303,0.0645,"technical_artifact"
"11",1254063,0.3333,1,0.9395,0,5.482299,0,"technical_artifact"
"11",1606186,0.7333,1,0.02939,0.4,49.79838,0.0222,"technical_artifact"
"11",1606231,0.619,1,0.08079,0.381,12.493869,0,"technical_artifact"
"11",6472147,0.6,1,1e-05,0.05,21.937779,0,"technical_artifact"
"11",45923421,0.4419,1,1,0.09302,45.731532,0,"true_variant"
"11",47213027,0.338,1,0,0.09859,88.797473,0,"true_variant"
"11",47510410,0.4222,1,0,0.1111,42.072471,0,"technical_artifact"
"11",64088603,0.7647,2,0.35213,0.1176,42.973601,1,"technical_artifact"
"11",64606389,0.7222,2,0.00076,0.3333,22.168455,0.0556,"true_variant"
"11",65396240,0.8333,2,0.02977,0.4167,16.579928,0,"true_variant"
"11",65402817,0.3333,1,0.81656,0,5.406038,0,"technical_artifact"
"11",66454761,0,1,0.92857,0,6.080818,0,"technical_artifact"
"11",67066613,0.8065,2,0.03664,0.1613,42.453189,0,"true_variant"
"11",67811105,0.3333,1,0.86232,0,5.62036,0,"technical_artifact"
"11",71715059,0.7143,1,1e-05,0.3214,27.567208,0,"technical_artifact"
"11",71850070,0.7619,1,0.17238,0.5714,33.019496,0,"true_variant"
"11",71906425,0.6207,1,0,0.03448,48.129854,0,"technical_artifact"
"11",71945564,0.5,1.5,0.06051,0.25,7.638916,0,"technical_artifact"
"11",73620592,0.7083,1.5,0.06864,0.2917,31.156163,0,"technical_artifact"
"11",108121426,1,1,0.30528,0.2222,5.914696,0,"technical_artifact"
"11",111368994,0.4,1,1,0,6.837584,0,"true_variant"
